1,11,27,47,9275,8
4,3,27,3,2010,11
6,7,45,35,3203,13
7,1,48,36,4768,11
2,11,46,97,5173,3
2,12,40,1,5538,7
4,8,35,24,1458,13
5,5,18,46,7398,1
1,3,35,19,8306,13
7,9,23,90,3494,1
5,6,36,40,8699,3
8,8,3,48,9466,11
1,7,49,18,8682,1
3,9,10,91,9624,4
4,12,7,3,2429,13
8,7,16,67,7002,10
1,2,27,20,6100,1
8,7,15,5,1725,5
7,9,43,43,6445,9
7,8,26,48,9558,14
1,11,25,24,5801,7
3,6,44,40,2006,12
5,2,9,13,9535,7
8,5,46,86,3193,8
8,7,46,77,8355,1
1,8,9,67,2534,12
5,9,50,86,7350,11
4,5,29,10,9338,9
4,9,36,9,5653,9
8,3,32,1,3441,1
5,7,32,86,3962,9
5,11,47,46,6014,4
4,2,35,27,4933,14
8,11,30,40,4373,2
3,12,4,61,7433,1
1,7,23,98,4072,3
1,7,4,4,5646,2
5,12,9,49,6844,7
7,9,37,77,1763,7
4,2,10,53,6076,6
4,12,6,92,4389,1
7,6,38,56,3209,14
7,11,18,50,8204,8
8,10,17,66,7678,1
